file,hs_par_ms,hs_par_rss_kb,hs_par_ok,hs_par_correct,hs_n1_ms,hs_n1_rss_kb,hs_n1_ok,hs_n1_correct,lean_ms,lean_rss_kb,lean_ok,lean_correct,ratio_n1,ratio_par
DH_hack.scm,57.068584,72800,True,True,55.581583,14560,True,True,176.483875,39312,True,True,3.1752221774611926,3.0924873657282266
ab.scm,20.77125000000002,72384,True,True,20.38062500000004,13888,True,True,47.61537499999996,36500,True,True,2.336305927811334,2.2923692603959758
abc.scm,22.240541000000004,72144,True,True,20.515416000000066,13984,True,True,51.45966699999993,36612,True,True,2.5083413858144414,2.3137776639516066
aik.scm,46.560166999999986,73872,True,True,46.94112500000003,14304,True,True,213.17212500000005,40680,True,True,4.541265787728776,4.578422689076698
atomic-open-closed.scm,1765.762042,75216,True,True,1750.1494169999999,15680,True,True,4946.0425,46288,True,True,2.8260687070240014,2.8010809963939636
attest.scm,45.180792000000025,72928,True,True,44.059625000000935,14432,True,True,149.4056669999999,38748,True,True,3.3909881666037043,3.306840371456964
auth-enc.scm,20.655959000000834,72304,True,True,21.448582999999743,13936,True,True,50.312417000000664,36752,True,True,2.345722185936538,2.4357337754203825
auth-hash.scm,22.48249999999885,72176,True,True,21.971709000000672,13968,True,True,51.29941699999918,36748,True,True,2.3347941209305847,2.281748782386381
blanchet-strandmax.scm,34.9288750000003,73744,True,True,32.744667000001115,14336,True,True,72.8125420000012,37320,True,True,2.223645822997642,2.084594536755065
blanchet.scm,33.14750000000011,73920,True,True,20.911916000001085,14384,True,True,73.13737499999995,37348,True,True,3.497401911904971,2.2064220529451606
bug_example.scm,22.940667000000303,72768,True,True,19.452832999999004,14320,True,True,61.77433400000076,37280,True,True,3.175595760268128,2.6927871800763223
cert_lang.scm,22.069332999999247,72608,True,True,20.83020800000135,14208,True,True,57.04758300000101,37864,True,True,2.738694832043795,2.5849255616380864
chan-envelope.scm,787.0534579999991,75216,True,True,940.1773329999994,16704,True,True,12059.137375,94076,True,True,12.826449810825219,15.321878396473565
chan-mesg.scm,46.99279200000106,74016,True,True,45.07891700000144,14448,True,True,197.22062499999993,38228,True,True,4.375008055317603,4.196827143192417
chan-perrig-song.scm,21.305542000000344,72320,True,True,20.562542000000406,13936,True,True,54.328790999999654,37008,True,True,2.6421242568160386,2.5499839900810213
chan-unilateral.scm,20.73162499999981,72304,True,True,21.07675000000242,14016,True,True,52.51670899999894,36780,True,True,2.491689136133081,2.5331689628767364
chan-yahalom-role-decl.scm,47.482000000002245,72976,True,True,34.6015830000006,14320,True,True,138.67450000000048,37828,True,True,4.00775016564988,2.920569900172569
chan-yahalom.scm,47.45954100000205,74096,True,True,46.5262089999996,14416,True,True,195.1352909999997,38160,True,True,4.19409393531292,4.111613532039665
commitment.scm,20.71037500000017,72688,True,True,21.107250000000022,14384,True,True,64.81062499999979,38036,True,True,3.070538559025914,3.12937959838966
comp_test.scm,105.73937499999886,73904,True,True,104.3405419999992,15456,True,True,298.6508329999999,41104,True,True,2.862270286079233,2.8244051281748463
completeness-test.scm,21.592292000001123,72784,True,True,22.898874999999208,14384,True,True,71.66475000000005,37156,True,True,3.1296188131514118,3.3189968901863836
crushing.scm,46.85266599999949,73760,True,True,33.72866599999824,14384,True,True,168.62204199999908,40628,True,True,4.999368845480218,3.598984996926342
dass_simple.scm,32.79808299999942,72784,True,True,21.457375000000667,14320,True,True,68.27470900000066,37472,True,True,3.1818761148555463,2.081667669418419
denning-sacco.scm,33.0016250000007,73984,True,True,44.15858300000153,14368,True,True,118.15045800000235,38152,True,True,2.675594413887743,3.5801406142879277
deorig_contract.scm,21.31808400000068,72384,True,True,20.01016599999872,13952,True,True,52.97995800000166,37116,True,True,2.6476520984386163,2.4852119918469207
deorig_mesg.scm,22.716666000000885,72272,True,True,21.53737500000119,13968,True,True,50.78129199999992,36876,True,True,2.357821786545348,2.2354201096233903
deorig_simple.scm,22.21183300000007,72320,True,True,22.131790999999623,13968,True,True,50.282834000000776,36844,True,True,2.271973108728599,2.2637858838575196
dev-subatomic-open-closed.scm,675.7647919999989,75264,True,True,685.2002090000013,15680,True,True,1880.7487089999988,43920,True,True,2.7448163095933835,2.7831410148399707
devlocn.scm,442.01724999999925,76064,True,True,461.9392910000002,17584,True,True,1275.7559160000014,40628,True,True,2.7617393472598133,2.8862129611457554
dh-ca_hack.scm,400.0529159999999,81280,True,True,1853.9744999999996,19728,True,True,11256.055916000001,90536,True,True,6.07131107574565,28.13641762331262
dh_encrypt_hack.scm,31.13704100000092,72848,True,True,21.506541999997353,14304,True,True,70.04754200000463,37664,True,True,3.257034161977934,2.2496531382029064
dh_group_sig.scm,58.29420900000315,75040,True,True,71.03937499999802,15584,True,True,239.22970899999996,38716,True,True,3.367564945496869,4.103833178352022
dh_group_sig_auth_failure.scm,34.99287500000037,72752,True,True,32.6283750000016,14384,True,True,109.20124999999814,38200,True,True,3.3468185283512524,3.120670993737925
dh_mim_hack.scm,21.60945899999689,72672,True,True,19.28079099999991,14304,True,True,87.70016700000127,39664,True,True,4.548577234201734,4.058415668805679
dhnsl_hack.scm,45.159791000003224,72864,True,True,46.50954199999546,14352,True,True,114.69704200000308,38044,True,True,2.4660970000524682,2.5398045354106022
dhstatic-state.scm,2068.4736669999993,76224,True,True,2141.797415999996,16800,True,True,9067.295917000003,48444,True,True,4.233498392174744,4.383568455164678
disclosure.scm,23.127750000000447,72352,True,True,21.26466600000043,14048,True,True,52.79924999999963,37132,True,True,2.48295693898971,2.2829393261341293
doorsep.scm,22.060334000002513,72608,True,True,21.393500000002064,14192,True,True,54.224124999997514,37636,True,True,2.534607474232467,2.457992023148486
doorsep2invk.scm,21.62475000000086,72448,True,True,20.07604100000293,14096,True,True,54.24891700000245,37580,True,True,2.7021720567314307,2.508649441034014
encsig.scm,35.350334000000316,72688,True,True,34.66570800000568,14464,True,True,104.91162499999973,38348,True,True,3.0263805660620733,2.967768989113336
envelope.scm,909.2361249999997,75168,True,True,1069.1318750000037,16640,True,True,13327.320166999996,104976,True,True,12.465553107749173,14.657710797621466
epmo-hash.scm,81.45120800000427,73760,True,True,71.83216600000719,14432,True,True,313.71366599999817,39816,True,True,4.367314581603551,3.85155326364198
epmo-key-hash.scm,78.41970900000206,73808,True,True,69.32762499999967,14448,True,True,307.0462499999991,39780,True,True,4.4289163230386235,3.915421950877056
epmo.scm,92.62287500000355,73840,True,True,80.57970900000555,14320,True,True,337.5285000000048,39976,True,True,4.188753027142125,3.6441159918647728
epmo_acctnum-key-hash.scm,94.2484580000098,73888,True,True,94.83737500001155,14432,True,True,508.9311250000037,41884,True,True,5.366356091150158,5.399888080927019
expand.scm,22.51295800000719,70464,True,True,21.53800000000672,12112,True,True,49.560666999994396,33092,True,True,2.3010802767192375,2.201428483985915
facts.scm,23.98449999999741,72816,True,True,21.486209000002532,14464,True,True,66.09466700000155,37772,True,True,3.0761437254935835,2.755724196877512
factvar.scm,21.677415999988625,72304,True,True,21.07275000000186,13920,True,True,56.12766599999475,36796,True,True,2.6635188098368645,2.5892230882142133
ffgg.scm,34.05899999999917,72672,True,True,32.602042000007714,14288,True,True,150.0163329999964,38672,True,True,4.6014397809793905,4.404601808626208
fluffy_draft03_gske.scm,34.31854199999407,73728,True,True,32.90750000000742,14368,True,True,113.77729100000522,37912,True,True,3.457488141000671,3.3153299752659913
fragile_pruning.scm,1025.4137499999983,89600,True,True,4171.005750000006,25904,True,True,26970.270624999997,59172,True,True,6.466131250238617,26.301842183216326
goals.scm,47.83224999999902,73888,True,True,46.0307499999999,14448,True,True,128.2920410000088,38616,True,True,2.787094301092402,2.6821243198890166
goalsvar.scm,42.750749999996174,74112,True,True,45.85570899999425,14496,True,True,134.89362500000368,38672,True,True,2.9416975103366214,3.1553510757124905
hashtest-key-hash.scm,21.147584000004827,72320,True,True,20.68295899999839,14032,True,True,60.4745000000122,36900,True,True,2.9238804757103134,2.85964108240442
hashtest.scm,21.64175000000057,72304,True,True,20.65154199999597,13952,True,True,59.94312500000376,36800,True,True,2.9025980239158633,2.769791028914121
incompleteness_example.scm,20.33450000000414,72288,True,True,22.50133399999754,13984,True,True,60.596708000005606,36880,True,True,2.6930273556231032,2.9799949838940356
isoreject-corrected.scm,21.953666000001704,72304,True,True,20.80116599999826,14032,True,True,65.25983400000257,37240,True,True,3.137316148527829,2.9726166919
isoreject.scm,21.997833000000355,72688,True,True,20.648125000008122,14384,True,True,67.7691249999981,37160,True,True,3.2820958319446167,3.0807182234721484
kelly1.scm,32.53166599999702,72656,True,True,34.027291000001014,14384,True,True,120.8578330000023,38332,True,True,3.5517912078278195,3.7150828057810927
