file,hs_par_ms,hs_par_rss_kb,hs_par_ok,hs_par_correct,hs_n1_ms,hs_n1_rss_kb,hs_n1_ok,hs_n1_correct,lean_ms,lean_rss_kb,lean_ok,lean_correct,ratio_n1,ratio_par
DH_hack.scm,89.097333,72928,True,True,45.49345800000001,14416,True,True,26916.112333,39240,True,True,591.64797569356,302.09784543157986
ab.scm,39.423958000000425,72352,True,True,18.680166999999415,13936,True,True,55.870082999998516,36556,True,True,2.9908770622875194,1.417160676764061
abc.scm,20.423582999999468,72144,True,True,19.907791999997926,13984,True,True,56.05345900000103,36648,True,True,2.8156542423191313,2.7445458027615666
aik.scm,42.23870799999929,73808,True,True,44.79062500000097,14352,True,True,203.76695799999922,40476,True,True,4.549321604688365,4.824175919396082
atomic-open-closed.scm,1628.0099579999999,75232,True,True,1599.1849589999988,15552,True,True,4635.610624999998,46264,True,True,2.8987332571579056,2.8474092570630325
attest.scm,42.15204199999789,72928,True,True,30.397666999995465,14416,True,True,144.41895899999935,38752,True,True,4.750988258408808,3.426143839010375
auth-enc.scm,20.35658300000165,72272,True,True,19.06654200000446,13872,True,True,54.21279099999765,36696,True,True,2.8433467904135403,2.663157711684385
auth-hash.scm,21.018124999997667,72128,True,True,18.430750000000273,13920,True,True,55.25466699999981,36688,True,True,2.9979608534649427,2.628905623123183
blanchet-strandmax.scm,30.091999999996233,72752,True,True,30.2933749999994,14304,True,True,75.01179199999797,37220,True,True,2.476178108249723,2.4927486375118755
blanchet.scm,33.37987500000139,72784,True,True,20.158166999998173,14304,True,True,72.09575000000257,37172,True,True,3.5765032604407487,2.1598567999430665
bug_example.scm,20.614999999999384,72800,True,True,17.79504199999593,14272,True,True,63.26691699999998,37204,True,True,3.555311473837176,3.0689748726656254
cert_lang.scm,20.55574999999976,72384,True,True,19.441833999998437,14144,True,True,60.72037500000249,37864,True,True,3.1231814344267814,2.9539362465491745
chan-envelope.scm,730.7739999999967,75120,True,True,854.5352499999979,16544,True,True,11280.446374999996,93936,True,True,13.200679989503094,15.436299560466091
chan-mesg.scm,45.20345800000314,74032,True,True,43.70220799999913,14336,True,True,189.96570800000256,38180,True,True,4.346821744109733,4.202459643684547
chan-perrig-song.scm,19.16024999999877,72384,True,True,19.622915999995882,13952,True,True,58.24491599999959,36936,True,True,2.968209006246157,3.0398828825304123
chan-unilateral.scm,20.37904099999821,72192,True,True,20.47766700000153,13872,True,True,56.019959000003894,36732,True,True,2.7356611961704282,2.748900647484286
